ID,X,Y,ELEV,DESC
746,328412.4118,2074825.168,536.5,
747,328412.3849,2074822.107,536.6,
748,328410.7948,2074815.995,536.9,
749,328408.4732,2074813.713,537.1,
750,328403.834,2074809.137,537.6,
751,328399.2081,2074805.321,538.2,
752,328396.1343,2074803.805,538.5,
753,328392.286,2074801.541,538.8,
754,328389.2101,2074800.037,539,
755,328384.5995,2074797.781,539.3,
756,328383.0696,2074797.791,539.4,
757,328378.4674,2074795.526,539.6,
758,328374.6376,2074794.021,539.8,
759,328370.8047,2074792.523,539.9,
760,328369.2727,2074792.538,540,
761,328366.198,2074791.045,540,
762,328360.8301,2074789.568,540.1,
763,328357.0046,2074788.069,540.2,
764,328353.9494,2074787.327,540.2,
765,328350.8678,2074785.075,540.2,
766,328345.4988,2074783.602,540.1,
767,328341.6545,2074782.119,540.1,
768,328337.791,2074779.119,540,
769,328335.4754,2074777.622,540,
770,328331.6321,2074776.137,540,
771,328326.2318,2074772.388,540,
772,328320.8377,2074768.633,540.1,
773,328318.5274,2074767.133,540.3,
774,328314.6702,2074764.125,540.4,
775,328309.265,2074759.611,540.6,
776,328305.4178,2074757.364,540.8,
777,328303.0964,2074755.104,540.8,
778,328300.7848,2074752.08,540.8,
779,328297.7139,2074747.539,541,
780,328296.189,2074746.029,541.1,
781,328294.6497,2074742.24,541.2,
782,328291.5715,2074733.905,541.8,
783,328290.7808,2074726.315,542.1,
784,328290.009,2074721.008,542.3,
785,328289.2442,2074717.981,542.5,
786,328289.2277,2074711.913,542.7,
787,328289.2167,2074707.365,542.8,
788,328289.2047,2074702.819,543,
789,328289.1943,2074699.032,543.1,
790,328289.1403,2074692.208,543.3,
791,328289.095,2074686.9,543.5,
792,328289.0644,2074681.598,543.6,
793,328289.0473,2074678.568,543.7,
794,328289.7695,2074673.258,543.8,
795,328291.2473,2074670.2,543.8,
796,328291.9814,2074667.914,543.8,
797,328293.4357,2074661.824,543.9,
798,328294.9377,2074657.27,543.9,
799,328295.6972,2074654.998,544.2,
800,328297.9749,2074649.695,544.7,
801,328299.4951,2074646.665,544.9,
802,328301.0154,2074643.638,545.2,
803,328304.0474,2074637.579,545.6,
804,328306.3422,2074633.809,545.8,
805,328306.3539,2074632.318,546,
806,328308.6333,2074627.79,546.3,
807,328308.6423,2074625.547,546.7,
808,328311.6788,2074621.014,547.5,
809,328313.3085,2074615.88,548.6,
810,328317.9573,2074609.975,549.7,
811,328321.0749,2074603.353,551.2,
812,328322.5738,2074599.599,551.9,
813,328323.3188,2074595.86,552.6,
814,328325.5474,2074592.803,552,
815,328326.287,2074590.544,551.9,
816,328328.5104,2074585.993,551.4,
817,328329.9862,2074582.949,551.1,
818,328332.9289,2074579.802,550.6,
819,328333.6524,2074577.509,550.5,
820,328336.588,2074573.59,550,
821,328338.0523,2074571.249,549.9,
822,328340.2725,2074568.887,549.6,
823,328343.247,2074565.76,549.3,
824,328345.4768,2074563.408,548.9,
825,328347.7123,2074561.799,548.5,
826,328350.6935,2074559.404,548,
827,328352.9327,2074557.052,547.8,
828,328355.1882,2074554.74,547.6,
829,328359.7219,2074552.389,547.1,
830,328361.9933,2074551.594,546.9,
831,328365.7792,2074550.018,546.5,
832,328369.5847,2074550.708,546.1,
833,328371.1257,2074552.952,545.9,
834,328371.9263,2074557.478,545.8,
835,328371.9598,2074561.261,545.8,
836,328371.9879,2074565.023,545.8,
837,328371.9912,2074567.235,545.5,
838,328369.715,2074570.963,545.4,
839,328367.4432,2074574.716,545.2,
840,328365.1801,2074578.499,545,
841,328363.6843,2074581.554,544.8,
842,328361.43,2074585.37,544.7,
843,328359.1724,2074589.174,544.6,
844,328356.92,2074594.478,544.3,
845,328356.1684,2074595.996,544.3,
846,328353.9139,2074601.299,543.7,
847,328353.916,2074602.793,543.5,
848,328352.3949,2074608.038,542.9,
849,328350.1271,2074615.574,542,
850,328349.3579,2074619.317,541.6,
851,328347.8461,2074623.857,541.1,
852,328347.117,2074626.918,540.8,
853,328345.632,2074629.997,541,
854,328344.1406,2074633.067,541.3,
855,328342.6461,2074639.139,541.4,
856,328341.2139,2074646.035,541.5,
857,328339.7417,2074650.626,541.5,
858,328338.2583,2074654.45,541.5,
859,328336.7657,2074657.512,541.5,
860,328336.8116,2074660.566,541.8,
861,328335.3616,2074665.168,542.1,
862,328333.9014,2074669.003,542.4,
863,328332.4189,2074671.31,542.6,
864,328331.7343,2074675.895,542.9,
865,328329.5082,2074681.987,543.1,
866,328329.5412,2074685.023,543.3,
867,328328.0523,2074688.829,543.3,
868,328327.3135,2074691.868,543.1,
869,328326.5587,2074693.389,542.9,
870,328323.5242,2074698.714,542.4,
871,328322.7701,2074702.507,542.1,
872,328321.2455,2074707.819,541.8,
873,328321.2553,2074710.852,541.6,
874,328319.7299,2074713.898,541.4,
875,328319.7398,2074716.933,541.2,
876,328318.9837,2074720.735,541.1,
877,328319.0007,2074726.052,540.9,
878,328319.0095,2074729.092,540.8,
879,328319.0248,2074733.654,540.7,
880,328319.0374,2074737.456,540.5,
881,328319.0547,2074740.499,540.4,
882,328320.6072,2074743.529,540.3,
883,328322.9223,2074745.791,540.1,
884,328326.0061,2074748.045,540.2,
885,328329.0888,2074750.299,540.2,
886,328331.405,2074752.56,540.2,
887,328334.4877,2074754.814,540.3,
888,328336.7952,2074755.553,540.4,
889,328340.6396,2074757.038,540.4,
890,328343.7147,2074757.769,540.5,
891,328346.7898,2074758.498,540.6,
892,328349.8639,2074759.228,540.6,
893,328352.9352,2074759.195,540.7,
894,328358.3098,2074759.901,540.9,
895,328362.9158,2074760.614,541.1,
896,328366.7494,2074760.573,541.2,
897,328371.3474,2074760.525,541.4,
898,328374.4033,2074759.734,541.6,
899,328378.2226,2074758.935,541.9,
900,328381.2802,2074758.906,542,
901,328384.3368,2074758.878,542.1,
902,328388.1421,2074756.56,542.4,
903,328389.6651,2074755.785,542.6,
904,328394.2376,2074754.221,542.8,
905,328397.2872,2074753.432,543,
906,328400.3358,2074752.643,543.2,
907,328403.3844,2074751.855,543.4,
908,328407.1952,2074751.061,543.6,
909,328410.2487,2074751.033,543.7,
910,328414.8229,2074750.229,543.7,
911,328418.6386,2074750.193,543.6,
912,328422.4543,2074750.157,543.5,
913,328426.2689,2074750.121,543.3,
914,328430.0836,2074750.084,543.2,
915,328432.3726,2074750.063,543.1,
916,328437.7118,2074750.012,543,
917,328443.05,2074749.961,542.8,
918,328448.3924,2074749.915,542.6,
919,328454.5014,2074749.862,542.4,
920,328457.5399,2074748.317,542.4,
921,328460.5794,2074746.773,542.3,
922,328465.1388,2074744.455,542.2,
923,328467.4133,2074742.16,542.1,
924,328470.4603,2074740.617,542,
925,328473.4896,2074736.796,542,
926,328478.8243,2074733.712,541.9,
927,328481.8621,2074729.888,541.8,
928,328486.4418,2074726.806,541.6,
929,328488.7231,2074723.745,541.5,
930,328491.7923,2074719.909,541.3,
931,328494.0799,2074716.843,541.1,
932,328498.6329,2074710.712,540.8,
933,328500.9061,2074706.884,540.6,
934,328504.7016,2074701.517,540.4,
935,328506.9721,2074696.925,540.2,
936,328509.2354,2074693.86,540.2,
937,328511.4996,2074689.272,540,
938,328515.9792,2074680.878,540.1,
939,328518.2261,2074677.061,540.2,
940,328521.2205,2074671.719,540.4,
941,328521.9668,2074670.195,540.4,
942,328524.9576,2074665.62,540.6,
943,328527.1457,2074660.316,540.8,
944,328530.1072,2074655.767,541.3,
945,328532.327,2074651.976,541.6,
946,328533.8099,2074649.701,541.8,
947,328536.7864,2074646.675,542.2,
948,328539.7687,2074644.405,542.5,
949,328542.7584,2074642.133,542.8,
950,328544.9921,2074639.863,543,
951,328546.467,2074636.833,543.2,
952,328546.4404,2074633.801,543.2,
953,328545.6332,2074627.736,543.2,
954,328545.6114,2074625.463,543.2,
955,328544.0495,2074620.924,543.1,
956,328543.2435,2074616.387,543,
957,328541.6986,2074613.36,542.8,
958,328540.1456,2074609.578,542.6,
959,328538.5841,2074604.275,542.4,
960,328536.2754,2074599.722,542.1,
961,328533.9668,2074595.168,541.7,
962,328531.6678,2074592.133,541.5,
963,328527.8226,2074586.063,541.1,
964,328525.5194,2074583.029,541,
965,328523.2183,2074579.99,540.9,
966,328520.923,2074577.711,540.8,
967,328518.6267,2074575.43,540.7,
968,328514.8029,2074572.392,540.6,
969,328510.9715,2074570.133,540.5,
970,328507.1483,2074567.856,540.3,
971,328503.3241,2074565.578,540.2,
972,328500.2601,2074563.299,540.1,
973,328496.4366,2074561.787,540.2,
974,328491.8097,2074559.593,540.6,
975,328487.9523,2074557.386,541.1,
976,328484.8508,2074553.644,541.5,
977,328483.2752,2074549.117,541.9,
978,328482.473,2074545.337,542.2,
979,328482.4383,2074541.54,542.5,
980,328482.4175,2074539.258,542.6,
981,328481.6295,2074536.219,542.9,
982,328480.8226,2074530.888,543,
983,328480.7941,2074527.07,542.7,
984,328481.5371,2074523.222,542.4,
985,328481.5061,2074517.059,542,
986,328481.4839,2074512.433,541.7,
987,328482.2388,2074510.106,541.5,
988,328483.7372,2074505.496,541.2,
989,328484.4929,2074503.951,541.1,
990,328485.2436,2074501.639,541,
991,328488.283,2074497.762,540.8,
992,328490.5426,2074493.943,540.6,
993,328495.1046,2074490.868,540.6,
994,328495.8631,2074490.101,540.6,
995,328498.9039,2074488.572,540.6,
996,328502.6968,2074487.074,540.5,
997,328509.5487,2074484.763,540.4,
998,328514.1422,2074485.49,540.5,
999,328517.2076,2074487.004,540.5,
1000,328518.7581,2074490.048,540.6,
1001,328518.7876,2074493.861,540.7,
1002,328516.5103,2074495.395,540.8,
1003,328511.1871,2074498.478,540.9,
1004,328508.919,2074499.99,540.9,
1005,328505.8762,2074501.528,541,
1006,328503.593,2074502.297,541,
1007,328499.7947,2074504.594,541.1,
1008,328498.2936,2074507.649,541.2,
1009,328495.2506,2074509.969,541.3,
1010,328493.751,2074514.575,541.5,
1011,328491.4871,2074519.189,541.8,
1012,328490.736,2074522.281,541.9,
1013,328490.7602,2074526.889,542.1,
1014,328490.7769,2074529.181,542.3,
1015,328490.8165,2074533.749,542.4,
1016,328491.6118,2074536.773,542.1,
1017,328494.7155,2074540.515,541.7,
1018,328498.5733,2074544.281,541.3,
1019,328502.4067,2074547.325,541.1,
1020,328506.2371,2074549.594,541.1,
1021,328513.9052,2074554.113,541,
1022,328518.4887,2074556.389,541,
1023,328526.1127,2074559.431,541.1,
1024,328529.1683,2074561.712,541.3,
1025,328533.7411,2074563.989,541.7,
1026,328538.3146,2074567.028,542.2,
1027,328542.1279,2074570.067,542.6,
1028,328548.2231,2074574.624,543.2,
1029,328552.0283,2074576.896,543.6,
1030,328555.8508,2074579.912,544,
1031,328559.6605,2074581.412,544.1,
1032,328563.4905,2074585.946,544.2,
1033,328566.5763,2074591.997,544.4,
1034,328568.1191,2074595.02,544.4,
1035,328568.1633,2074600.326,544.4,
1036,328568.9481,2074603.354,544.4,
1037,328571.2698,2074608.645,544.5,
1038,328572.0572,2074612.432,544.5,
1039,328572.0792,2074616.229,544.5,
1040,328572.1184,2074623.061,544.5,
1041,328572.1479,2074628.373,544.6,
1042,328572.1747,2074632.927,544.7,
1043,328570.6805,2074636.729,544.7,
1044,328568.4275,2074639.774,544.6,
1045,328567.6773,2074640.534,544.6,
1046,328564.6943,2074645.853,544.5,
1047,328562.4435,2074648.898,544.3,
1048,328560.2253,2074653.447,544.2,
1049,328556.53,2074659.509,543.7,
1050,328553.5794,2074663.292,543.2,
1051,328552.1102,2074665.562,542.9,
1052,328549.8997,2074667.829,542.6,
1053,328546.1956,2074670.857,542.1,
1054,328542.4776,2074674.657,541.6,
1055,328540.2625,2074677.693,541.3,
1056,328536.5179,2074679.981,540.9,
1057,328532.0004,2074684.571,540.4,
1058,328530.4939,2074686.102,540.2,
1059,328526.7196,2074689.169,540,
1060,328519.9339,2074696.062,540.1,
1061,328515.3909,2074699.138,540.2,
1062,328510.0712,2074703.754,540.3,
1063,328507.0267,2074706.829,540.5,
1064,328503.2225,2074710.67,540.7,
1065,328499.4291,2074716.034,540.9,
1066,328495.6232,2074719.111,541.2,
1067,328489.4966,2074724.498,541.5,
1068,328485.6909,2074729.092,541.7,
1069,328484.9292,2074729.859,541.7,
1070,328481.1228,2074733.691,541.8,
1071,328477.3318,2074738.279,541.9,
1072,328476.5931,2074741.322,541.9,
1073,328474.3153,2074743.619,542,
1074,328470.5296,2074748.204,542,
1075,328468.2704,2074751.261,541.9,
1076,328465.249,2074754.326,541.7,
1077,328462.2606,2074760.43,541.4,
1078,328459.9844,2074761.969,541.3,
1079,328457.7417,2074765.796,541.1,
1080,328453.1947,2074768.884,540.9,
1081,328448.6366,2074771.212,540.7,
1082,328444.8327,2074772.771,540.6,
1083,328441.7772,2074772.801,540.6,
1084,328436.4365,2074773.618,540.6,
1085,328433.3799,2074773.648,540.6,
1086,328428.7935,2074773.694,540.6,
1087,328425.7359,2074773.724,540.7,
1088,328418.0898,2074773.801,540.7,
1089,328415.0231,2074773.068,540.8,
1090,328408.9048,2074773.13,540.8,
1091,328402.0139,2074772.431,540.9,
1092,328398.1898,2074772.466,540.8,
1093,328394.3646,2074772.502,540.8,
1094,328389.0009,2074771.026,540.9,
1095,328385.9363,2074770.291,541,
1096,328380.5823,2074770.341,540.9,
1097,328374.4552,2074768.874,540.9,
1098,328371.3923,2074768.904,540.8,
1099,328368.3367,2074771.226,540.6,
1100,328370.6716,2074775.769,540.3,
1101,328372.9954,2074779.556,540,
1102,328377.6062,2074783.336,539.9,
1103,328380.6816,2074785.599,539.8,
1104,328384.5187,2074787.094,539.7,
1105,328386.8259,2074788.601,539.6,
1106,328390.671,2074790.861,539.4,
1107,328392.9733,2074791.606,539.3,
1108,328397.592,2074794.623,539,
1109,328401.4333,2074796.121,538.8,
1110,328404.5102,2074797.629,538.5,
1111,328408.3587,2074799.91,538.2,
1112,328410.6702,2074801.428,537.9,
1113,328413.7503,2074802.942,537.7,
1114,328418.3678,2074804.447,537.4,
1115,328421.437,2074804.426,537.3,
1116,328426.809,2074804.385,537.2,
1117,328429.8723,2074803.594,537.2,
1118,328432.9173,2074801.252,537.4,
1119,328436.7245,2074798.903,537.6,
1120,328441.2961,2074796.547,537.8,
1121,328448.1293,2074791.864,538.5,
1122,328456.4996,2074787.951,539,
1123,328461.8241,2074785.603,539.3,
1124,328465.6381,2074784.801,539.4,
1125,328474.0123,2074781.668,539.9,
1126,328477.0619,2074780.876,540.1,
1127,328480.8871,2074780.842,540.2,
1128,328487.7183,2074778.477,540.6,
1129,328490.7477,2074776.163,540.8,
1130,328493.0249,2074774.622,541,
1131,328497.5825,2074771.539,541.2,
1132,328500.6056,2074769.226,541.4,
1133,328502.8669,2074767.678,541.5,
1134,328508.1227,2074762.297,541.8,
1135,328513.4303,2074756.936,542,
1136,328517.2064,2074750.829,542,
1137,328523.266,2074743.181,541.7,
1138,328528.573,2074737.055,541.3,
1139,328532.3702,2074732.462,541.1,
1140,328535.4063,2074727.875,541,
1141,328539.1993,2074723.28,540.8,
1142,328541.4732,2074720.219,540.7,
1143,328547.525,2074713.323,540.7,
1144,328550.5206,2074709.501,541,
1145,328551.2707,2074708.735,541,
1146,328554.2526,2074704.916,541.2,
1147,328556.4552,2074699.589,541.5,
1148,328558.6786,2074696.541,541.8,
1149,328560.8936,2074693.497,542.1,
1150,328563.0933,2074689.699,542.5,
1151,328565.2909,2074685.904,542.8,
1152,328568.2028,2074679.84,543.5,
1153,328571.1115,2074673.782,544,
1154,328573.3293,2074671.508,544.4,
1155,328574.7822,2074668.484,544.6,
1156,328576.2518,2074665.453,544.9,
1157,328578.4647,2074660.905,545.2,
1158,328581.4399,2074656.349,545.6,
1159,328582.9295,2074653.312,545.7,
1160,328583.6663,2074650.279,545.7,
1161,328585.1723,2074647.991,545.7,
1162,328586.667,2074643.43,545.6,
1163,328588.1692,2074640.386,545.5,
1164,328590.4272,2074635.816,545.4,
1165,328590.4112,2074632.783,545.3,
1166,328593.4246,2074627.447,545.1,
1167,328594.1596,2074623.649,545,
1168,328594.1272,2074619.865,545,
1169,328595.6041,2074615.312,545.1,
1170,328595.5737,2074611.525,545.1,
1171,328595.5423,2074607.737,545.2,
1172,328595.4992,2074602.436,545.2,
1173,328595.4747,2074599.405,545.3,
1174,328595.4316,2074594.102,545.3,
1175,328594.649,2074591.077,545.3,
1176,328593.0923,2074586.539,545.3,
1177,328591.5315,2074582.011,545.3,
1178,328589.2293,2074577.466,545.2,
1179,328588.4481,2074573.673,545.2,
1180,328586.1486,2074569.887,545.1,
1181,328583.0809,2074565.349,544.9,
1182,328579.2529,2074560.814,544.7,
1183,328577.7191,2074558.543,544.6,
1184,328573.9104,2074557.044,544.5,
1185,328571.6211,2074555.537,544.4,
1186,328568.5716,2074554.033,544.3,
1187,328562.4868,2074551.772,544.1,
1188,328557.1601,2074549.504,544,
1189,328554.8653,2074546.463,543.9,
1190,328553.3372,2074544.943,543.8,
1191,328548.7609,2074541.141,543.5,
1192,328545.7041,2074537.331,543.3,
1193,328544.1673,2074534.282,543.2,
1194,328544.1431,2074530.47,543.1,
1195,328544.1344,2074528.944,543,
1196,328542.5841,2074523.602,542.7,
1197,328542.5629,2074519.783,542.5,
1198,328541.7891,2074517.492,542.3,
1199,328539.4862,2074513.676,542,
1200,328537.1783,2074509.092,541.7,
1201,328536.3968,2074505.269,541.5,
1202,328534.0955,2074502.213,541.3,
1203,328532.5593,2074499.92,541.2,
1204,328531.7883,2074498.392,541.1,
1205,328527.9432,2074493.826,540.8,
1206,328527.1631,2074491.542,540.7,
1207,328524.8444,2074487.737,540.5,
1208,328522.5257,2074483.933,540.4,
1209,328519.4436,2074480.13,540.3,
1210,328517.1238,2074476.325,540.2,
1211,328515.5911,2074475.568,540.1,
1212,328513.2811,2074473.291,540.1,
1213,328510.969,2074471.019,540,
1214,328503.2858,2074467.279,540.3,
1215,328496.3707,2074465.086,540.4,
1216,328485.659,2074462.031,539.9,
1217,328479.5286,2074459.746,539.6,
1218,328470.3801,2074459.633,539,
1219,328461.2239,2074459.476,538.5,
1220,328455.8699,2074459.425,538.3,
1221,328450.5048,2074458.618,538,
1222,328447.4414,2074458.59,537.9,
1223,328443.5963,2074457.034,537.8,
1224,328438.1972,2074454.001,537.6,
1225,328437.4216,2074453.247,537.6,
1226,328433.5628,2074450.998,537.8,
1227,328428.1452,2074446.516,537.9,
1228,328422.7288,2074442.058,538,
1229,328419.6312,2074439.099,538.2,
1230,328417.308,2074436.883,538.4,
1231,328414.2204,2074434.678,538.7,
1232,328410.3595,2074431.736,538.9,
1233,328404.9508,2074426.619,539.7,
1234,328398.7938,2074422.342,540.6,
1235,328394.1841,2074419.509,541.2,
1236,328391.112,2074417.379,541.7,
1237,328386.5178,2074415.31,542.2,
1238,328381.9368,2074413.308,542.6,
1239,328375.8447,2074412.102,543.3,
1240,328371.2743,2074410.793,544.1,
1241,328343.3736,2074583.067,548,
1242,328342.6378,2074586.09,548,
1243,328340.411,2074589.923,548.3,
1244,328340.4161,2074592.905,548.1,
1245,328338.1873,2074595.244,548.6,
1246,328335.9621,2074599.82,548.3,
1247,328335.1978,2074605.031,547.4,
1248,328333.6601,2074608.003,547.1,
1249,328331.358,2074612.474,546.7,
1250,328329.8103,2074616.193,546.1,
1251,328328.2185,2074620.613,545.4,
1252,328327.4476,2074622.107,545.2,
1253,328325.9571,2074626.663,544.4,
1254,328322.9448,2074631.989,544.4,
1255,328321.424,2074635.765,544.2,
1256,328321.4182,2074638.016,544,
1257,328319.9193,2074642.57,543.7,
1258,328318.4283,2074646.379,543.4,
1259,328316.9213,2074648.669,543.3,
1260,328314.6713,2074652.489,543.1,
1261,328313.9325,2074655.529,542.8,
1262,328312.4192,2074659.323,542.7,
1263,328310.1798,2074663.15,542.9,
1264,328307.9658,2074668.5,543,
1265,328306.4652,2074670.793,543.1,
1266,328306.5042,2074674.588,543,
1267,328305.0164,2074678.397,543.1,
1268,328304.2834,2074682.195,543.1,
1269,328302.7819,2074685.998,543,
1270,328302.0454,2074690.552,542.9,
1271,328302.0684,2074694.343,542.8,
1272,328301.3222,2074697.382,542.6,
1273,328300.5703,2074701.178,542.5,
1274,328299.8157,2074704.217,542.4,
1275,328299.8272,2074708.008,542.2,
1276,328299.8387,2074711.801,542.1,
1277,328299.0858,2074715.602,542,
1278,328299.0956,2074718.639,541.8,
1279,328299.1098,2074723.195,541.7,
1280,328299.1214,2074726.994,541.6,
1281,328299.1329,2074730.794,541.4,
1282,328300.6733,2074734.582,541.3,
1283,328300.6815,2074736.864,541.2,
1284,328303.764,2074741.4,540.9,
1285,328306.8379,2074744.416,540.7,
1286,328310.6589,2074744.382,540.6,
1287,328312.1677,2074740.562,540.7,
1288,328312.9148,2074737.513,540.8,
1289,328312.9017,2074734.47,540.9,
1290,328314.4173,2074729.895,540.9,
1291,328315.1746,2074727.607,541,
1292,328315.1631,2074723.808,541.1,
1293,328315.1499,2074719.252,541.3,
1294,328315.1411,2074716.216,541.4,
1295,328316.6563,2074712.407,541.6,
1296,328316.6475,2074709.373,541.8,
1297,328316.6334,2074704.825,542,
1298,328316.6236,2074701.794,542.2,
1299,328315.8504,2074698.77,542.4,
1300,328315.0699,2074695.745,542.6,
1301,328314.283,2074692.718,542.8,
1302,328310.4797,2074695.027,542.7,
1303,328308.9718,2074698.831,542.5,
1304,328307.4538,2074701.875,542.4,
1305,328306.703,2074705.672,542.2,
1306,328306.7128,2074708.706,542,
1307,328306.7236,2074711.74,541.9,
1308,328308.2661,2074715.52,541.7,
1309,328309.7982,2074717.024,541.6,
1310,328311.3112,2074711.699,541.8,
1311,328312.8264,2074707.893,541.9,
1312,328313.5756,2074703.337,542.2,
1313,328315.0898,2074699.534,542.4,
1314,328315.8274,2074694.98,542.6,
1315,328317.3258,2074691.174,542.8,
1316,328317.3081,2074688.9,543,
1317,328318.0474,2074685.103,542.9,
1318,328318.018,2074681.313,542.8,
1319,328317.9983,2074679.038,542.8,
1320,328319.4909,2074675.985,542.7,
1321,328319.4334,2074671.424,542.6,
1322,328319.3859,2074667.622,542.5,
1323,328320.0928,2074663.05,542.3,
1324,328323.0813,2074659.957,542.1,
1325,328324.5775,2074656.149,542,
1326,328326.0759,2074652.343,542.3,
1327,328326.8174,2074650.057,542.4,
1328,328329.0413,2074645.455,542.6,
1329,328329.7663,2074642.398,542.7,
1330,328332.0237,2074638.578,542.7,
1331,328332.7646,2074634.037,542.8,
1332,328334.2571,2074629.474,542.8,
1333,328334.2544,2074628.719,542.9,
1334,328336.5066,2074623.394,543.2,
1335,328338.7769,2074619.596,543.6,
1336,328338.794,2074618.124,543.9,
1337,328341.0997,2074614.386,544.2,
1338,328342.6507,2074609.185,544.8,
1339,328343.4105,2074605.444,545.3,
1340,328344.166,2074601.701,545.8,
1341,328344.9076,2074599.425,546.1,
1342,328345.6434,2074594.906,546.6,
1343,328345.6361,2074591.918,546.8,
1344,328347.1235,2074588.861,546.7,
1345,328347.8624,2074585.84,546.8,
1346,328347.8429,2074582.09,547.1,
1347,328347.0691,2074579.102,547.5,
1348,328345.5548,2074576.908,548,
1349,328341.077,2074576.38,549,
1350,328337.3655,2074577.324,549.7,
1351,328335.9012,2074579.661,549.9,
1352,328332.967,2074584.316,550.4,
1353,328332.2278,2074588.808,550.4,
1354,328331.4876,2074591.815,550.5,
1355,328330.7499,2074597.055,550.3,
1356,328330.7513,2074600.776,549.5,
1357,328329.2129,2074605.972,548.7,
1358,328326.9219,2074609.703,548.3,
1359,328326.1542,2074611.192,548.1,
1360,328325.3346,2074614.858,547.4,
1361,328322.9351,2074621.476,546.2,
1362,328322.1861,2074623.746,545.8,
1363,328321.4409,2074628.272,544.9,
1364,328319.9216,2074631.295,544.8,
1365,328317.6412,2074635.833,544.5,
1366,328316.122,2074638.861,544.4,
1367,328314.6044,2074641.138,544.3,
1368,328313.8608,2074643.421,544.1,
1369,328310.858,2074647.254,543.9,
1370,328310.1154,2074649.535,543.7,
1371,328307.8531,2074654.098,543.4,
1372,328306.3319,2074657.13,543.2,
1373,328304.0638,2074660.937,543.2,
1374,328301.8195,2074664.004,543.3,
1375,328300.3237,2074667.054,543.4,
1376,328298.829,2074670.105,543.4,
1377,328298.8519,2074672.382,543.3,
1378,328297.3736,2074676.197,543.3,
1379,328296.6508,2074680.754,543.2,
1380,328295.9223,2074686.066,543.1,
1381,328295.9405,2074689.097,543,
1382,328295.9587,2074692.129,542.9,
1383,328295.9909,2074696.679,542.7,
1384,328296.0026,2074698.195,542.7,
1385,328296.0124,2074701.226,542.6,
1386,328252.6827,2074735.775,547.3,
1387,328252.6742,2074734.263,547.4,
1388,328253.3913,2074730.475,547.3,
1389,328254.0962,2074724.42,547.3,
1390,328256.2851,2074719.103,547,
1391,328258.4152,2074711.509,546.5,
1392,328259.8576,2074706.192,546.3,
1393,328262.0464,2074700.864,546,
1394,328262.0118,2074697.079,546.1,
1395,328263.4844,2074694.031,545.9,
1396,328264.9447,2074688.713,545.9,
1397,328266.3921,2074681.88,545.8,
1398,328267.1124,2074678.084,545.7,
1399,328268.5647,2074672.005,545.6,
1400,328269.2769,2074667.45,545.6,
1401,328270.7286,2074660.614,545.5,
1402,328271.4807,2074658.34,545.5,
1403,328271.488,2074655.329,545.8,
1404,328273.0066,2074651.545,546.1,
1405,328273.0323,2074644.785,546.8,
1406,328276.092,2074638.75,547.3,
1407,328276.8839,2074635.758,547.6,
1408,328279.1936,2074632.004,547.9,
1409,328280.7204,2074630.493,548,
1410,328283.036,2074626,548.6,
1411,328283.8238,2074623.019,549.2,
1412,328285.3974,2074620.056,549.8,
1413,328287.7988,2074614.911,550.9,
1414,328289.4092,2074611.253,551.6,
1415,328289.455,2074609.805,552,
1416,328291.7863,2074607.608,552.4,
1417,328293.1608,2074611.932,551.4,
1418,328294.5396,2074616.267,550.3,
1419,328295.2115,2074619.17,549.6,
1420,328295.1243,2074623.584,548.6,
1421,328295.0658,2074629.532,547.5,
1422,328295.0085,2074635.491,546.7,
1423,328294.9545,2074641.463,546,
1424,328295.7069,2074645.212,545.4,
1425,328295.7028,2074649.727,544.8,
1426,328295.6993,2074653.492,544.4,
1427,328295.6922,2074659.52,543.8,
1428,328295.7408,2074664.83,543.6,
1429,328295.7647,2074667.107,543.6,
1430,328294.2865,2074670.922,543.5,
1431,328293.5604,2074673.967,543.5,
1432,328292.0779,2074677.777,543.5,
1433,328289.8273,2074682.347,543.5,
1434,328289.0864,2074685.384,543.5,
1435,328287.5868,2074687.676,543.6,
1436,328285.3526,2074691.495,543.7,
1437,328284.6313,2074695.295,543.7,
1438,328282.394,2074700.624,543.8,
1439,328281.6446,2074703.662,543.7,
1440,328280.1459,2074709.737,543.7,
1441,328278.6439,2074714.299,543.7,
1442,328276.3981,2074718.114,543.8,
1443,328274.9157,2074723.437,543.8,
1444,328274.9413,2074726.472,543.7,
1445,328274.2221,2074730.271,543.7,
1446,328274.2458,2074734.822,543.5,
1447,328274.2748,2074739.375,543.4,
1448,328274.3,2074743.169,543.2,
1449,328275.8256,2074746.952,543,
1450,328276.5908,2074749.224,542.8,
1451,328277.3512,2074750.737,542.7,
1452,328279.6478,2074756.037,542.7,
1453,328281.1911,2074758.302,542.6,
1454,328282.7609,2074762.083,542.6,
1455,328285.056,2074764.344,542.4,
1456,328288.0897,2074765.844,542.1,
1457,328289.6208,2074767.352,542,
1458,328294.1766,2074769.604,541.6,
1459,328296.4505,2074770.351,541.5,
1460,328300.2591,2074771.846,541.4,
1461,328304.8695,2074774.085,541.1,
1462,328307.9623,2074777.096,541,
1463,328308.0038,2074780.132,541.1,
1464,328308.0362,2074782.408,541.2,
1465,328302.752,2074785.478,541.7,
1466,328297.464,2074787.789,542.3,
1467,328291.4082,2074788.581,542.8,
1468,328289.1402,2074788.592,543,
