ID,X(LocalCRS),Y(LocalCRS),ELEV,DESC,X(UTM43N),Y(UTM43N)
498,174.5581,470.609,550.6,,328234.5581,2074770.609
499,179.0239,476.631,549.5,,328239.0239,2074776.631
500,182.0288,481.905,548.9,,328242.0288,2074781.905
501,185.0053,487.193,548.4,,328245.0053,2074787.193
502,187.9776,490.974,547.9,,328247.9776,2074790.974
503,195.4062,496.279,546.8,,328255.4062,2074796.279
504,203.6861,502.321,545.9,,328263.6861,2074802.321
505,209.019,506.076,545.5,,328269.019,2074806.076
506,215.1291,511.341,545.3,,328275.1291,2074811.341
507,221.2491,515.842,545,,328281.2491,2074815.842
508,226.6052,519.592,544.7,,328286.6052,2074819.592
509,230.4291,521.837,544.6,,328290.4291,2074821.837
510,235.0222,524.834,544.4,,328295.0222,2074824.834
511,239.6275,528.585,544.3,,328299.6275,2074828.585
512,242.6885,530.075,544.2,,328302.6885,2074830.075
513,245.0024,532.323,544.2,,328305.0024,2074832.323
514,251.1223,535.306,544.1,,328311.1223,2074835.306
515,252.6628,536.807,544.1,,328312.6628,2074836.807
516,257.2733,540.555,544.2,,328317.2733,2074840.555
517,263.406,545.058,544,,328323.406,2074845.058
518,267.231,547.308,543.7,,328327.231,2074847.308
519,272.5855,550.309,543.2,,328332.5855,2074850.309
520,274.8651,550.3,543,,328334.8651,2074850.3
521,277.1697,552.561,542.8,,328337.1697,2074852.561
522,280.9895,554.826,542.5,,328340.9895,2074854.826
523,285.5686,557.095,542.2,,328345.5686,2074857.095
524,290.909,559.367,541.8,,328350.909,2074859.367
525,294.7133,559.358,541.5,,328354.7133,2074859.358
526,297.7564,559.356,541.1,,328357.7564,2074859.356
527,300.8062,560.889,540.8,,328360.8062,2074860.889
528,305.3668,560.907,540.3,,328365.3668,2074860.907
529,309.1702,560.919,539.9,,328369.1702,2074860.919
530,312.9779,560.932,539.5,,328372.9779,2074860.932
531,316.0094,559.425,539.2,,328376.0094,2074859.425
532,315.9625,554.878,539.2,,328375.9625,2074854.878
533,315.9306,551.845,539.3,,328375.9306,2074851.845
534,312.8353,547.286,539.6,,328372.8353,2074847.286
535,308.9859,542.715,539.9,,328368.9859,2074842.715
536,305.1546,539.663,540.2,,328365.1546,2074839.663
537,301.3173,536.632,540.5,,328361.3173,2074836.632
538,297.4768,533.61,540.7,,328357.4768,2074833.61
539,295.9462,532.856,540.8,,328355.9462,2074832.856
540,292.1117,530.6,541.1,,328352.1117,2074830.6
541,285.9812,527.602,541.5,,328345.9812,2074827.602
542,282.1456,525.35,541.7,,328342.1456,2074825.35
543,277.5614,523.091,542,,328337.5614,2074823.091
544,269.9035,519.349,542.2,,328329.9035,2074819.349
545,262.2405,515.614,542.4,,328322.2405,2074815.614
546,258.405,513.368,542.5,,328318.405,2074813.368
547,253.8062,511.131,542.7,,328313.8062,2074811.131
548,249.1952,508.138,542.8,,328309.1952,2074808.138
549,243.8218,505.15,543,,328303.8218,2074805.15
550,237.7057,502.921,543.2,,328297.7057,2074802.921
551,233.8887,501.43,543.4,,328293.8887,2074801.43
552,230.0717,499.939,543.6,,328290.0717,2074799.939
553,226.2631,498.447,543.8,,328286.2631,2074798.447
554,219.423,495.449,544.2,,328279.423,2074795.449
555,211.0681,491.705,544.8,,328271.0681,2074791.705
556,206.5187,489.455,545.1,,328266.5187,2074789.455
557,201.986,485.684,545.6,,328261.986,2074785.684
558,197.5107,482.657,546.3,,328257.5107,2074782.657
559,193.7809,479.635,546.9,,328253.7809,2074779.635
560,191.5294,476.615,547.3,,328251.5294,2074776.615
561,190.0193,473.596,547.6,,328250.0193,2074773.596
562,186.2846,468.316,548.3,,328246.2846,2074768.316
563,184.0336,463.036,548.8,,328244.0336,2074763.036
564,182.5408,459.266,549.2,,328242.5408,2074759.266
565,181.0443,454.743,549.6,,328241.0443,2074754.743
566,181.0193,450.969,549.7,,328241.0193,2074750.969
567,180.9895,446.442,549.8,,328240.9895,2074746.442
568,180.9654,441.159,550,,328240.9654,2074741.159
569,180.9456,435.88,550.1,,328240.9456,2074735.88
570,180.903,428.338,550.4,,328240.903,2074728.338
571,180.8673,421.553,550.6,,328240.8673,2074721.553
572,182.2221,413.236,550,,328242.2221,2074713.236
573,184.2555,401.875,549.2,,328244.2555,2074701.875
574,187.1162,392.765,548.4,,328247.1162,2074692.765
575,189.9492,380.622,547.9,,328249.9492,2074680.622
576,193.5533,369.214,547.4,,328253.5533,2074669.214
577,197.2003,360.071,546.9,,328257.2003,2074660.071
578,198.6824,355.518,546.9,,328258.6824,2074655.518
579,200.9568,348.716,547.2,,328260.9568,2074648.716
580,203.9857,342.663,547.5,,328263.9857,2074642.663
581,207.0899,335.157,548.1,,328267.0899,2074635.157
582,213.2447,324.654,549.2,,328273.2447,2074624.654
583,216.3779,318.711,550.3,,328276.3779,2074618.711
584,223.5441,306.265,552.8,,328283.5441,2074606.265
585,229.0333,293.787,555.3,,328289.0333,2074593.787
586,230.5762,288.621,555.8,,328290.5762,2074588.621
587,232.8613,283.445,556.2,,328292.8613,2074583.445
588,235.0955,276.734,556.6,,328295.0955,2074576.734
589,236.5612,272.233,556.7,,328296.5612,2074572.233
590,239.5053,266.941,556.7,,328299.5053,2074566.941
591,240.9451,263.878,556.5,,328300.9451,2074563.878
592,242.3532,257.81,556.3,,328302.3532,2074557.81
593,244.5229,253.957,555.9,,328304.5229,2074553.957
594,249.6681,247.785,555,,328309.6681,2074547.785
595,252.616,243.945,554.5,,328312.616,2074543.945
596,257.0275,237.787,553.7,,328317.0275,2074537.787
597,259.2287,235.428,553.4,,328319.2287,2074535.428
598,262.8965,230.747,552.8,,328322.8965,2074530.747
599,270.2707,225.832,551.6,,328330.2707,2074525.832
600,276.9359,220.975,550.3,,328336.9359,2074520.975
601,283.5978,215.309,548.8,,328343.5978,2074515.309
602,288.8122,213.478,547.7,,328348.8122,2074513.478
603,291.7877,211.038,547.1,,328351.7877,2074511.038
604,297.8157,208.576,546.4,,328357.8157,2074508.576
605,301.5878,207.681,546,,328361.5878,2074507.681
606,312.16,204.248,544.8,,328372.16,2074504.248
607,316.7069,203.334,544.3,,328376.7069,2074503.334
608,321.251,201.651,543.7,,328381.251,2074501.651
609,329.5941,198.331,542.7,,328389.5941,2074498.331
610,343.2707,192.469,540.9,,328403.2707,2074492.469
611,349.36,189.223,540.1,,328409.36,2074489.223
612,354.713,188.362,539.9,,328414.713,2074488.362
613,361.594,186.698,539.5,,328421.594,2074486.698
614,365.4193,185.86,539.3,,328425.4193,2074485.86
615,369.2456,185.021,539,,328429.2456,2074485.021
616,375.3675,183.37,538.6,,328435.3675,2074483.37
617,377.6681,183.348,538.5,,328437.6681,2074483.348
618,381.5018,183.312,538.6,,328441.5018,2074483.312
619,389.1702,183.234,538.7,,328449.1702,2074483.234
620,394.5299,183.231,538.8,,328454.5299,2074483.231
621,396.066,184.009,539,,328456.066,2074484.009
622,401.4355,186.339,539.3,,328461.4355,2074486.339
623,406.0373,188.666,539.6,,328466.0373,2074488.666
624,409.8637,189.441,539.8,,328469.8637,2074489.441
625,410.6349,190.993,540,,328470.6349,2074490.993
626,412.945,194.084,540.3,,328472.945,2074494.084
627,413.7361,197.918,540.6,,328473.7361,2074497.918
628,413.7617,201.761,541,,328473.7617,2074501.761
629,413.8038,208.685,541.5,,328473.8038,2074508.685
630,413.8253,212.541,541.9,,328473.8253,2074512.541
631,413.0863,217.173,542.3,,328473.0863,2074517.173
632,412.3432,221.818,542.7,,328472.3432,2074521.818
633,410.0604,224.951,543.1,,328470.0604,2074524.951
634,407.7809,227.282,543.4,,328467.7809,2074527.282
635,405.4926,228.082,543.6,,328465.4926,2074528.082
636,398.6091,228.192,543.8,,328458.6091,2074528.192
637,393.2703,229.802,544.1,,328453.2703,2074529.802
638,387.1625,230.68,544.4,,328447.1625,2074530.68
639,381.8201,231.547,544.7,,328441.8201,2074531.547
640,374.9531,231.62,544.8,,328434.9531,2074531.62
641,365.0338,231.726,544.8,,328425.0338,2074531.726
642,356.6421,231.813,544.8,,328416.6421,2074531.813
643,345.9623,231.894,544.8,,328405.9623,2074531.894
644,339.8644,232.009,544.8,,328399.8644,2074532.009
645,333.7707,232.124,544.9,,328393.7707,2074532.124
646,329.9706,232.958,544.9,,328389.9706,2074532.958
647,325.4126,233.805,545,,328385.4126,2074533.805
648,323.8902,233.831,545,,328383.8902,2074533.831
649,320.0842,233.89,545,,328380.0842,2074533.89
650,310.9757,236.305,545.9,,328370.9757,2074536.305
651,307.1819,237.124,546.3,,328367.1819,2074537.124
652,301.8848,239.494,546.9,,328361.8848,2074539.494
653,290.5416,241.292,548,,328350.5416,2074541.292
654,283.8355,244.663,549.2,,328343.8355,2074544.663
655,282.3436,245.482,549.4,,328342.3436,2074545.482
656,275.6524,249.559,550.6,,328335.6524,2074549.559
657,274.1853,252.636,550.8,,328334.1853,2074552.636
658,271.9751,255.747,551.2,,328331.9751,2074555.747
659,269.0414,261.143,551.7,,328329.0414,2074561.143
660,266.8422,264.998,552.1,,328326.8422,2074564.998
661,263.9154,269.645,552.6,,328323.9154,2074569.645
662,261.007,275.051,553.1,,328321.007,2074575.051
663,258.855,281.179,553.3,,328318.855,2074581.179
664,258.141,283.47,553.4,,328318.141,2074583.47
665,255.1725,290.244,553.6,,328315.1725,2074590.244
666,253.6796,291.765,553.7,,328313.6796,2074591.765
667,252.1777,297.728,553.3,,328312.1777,2074597.728
668,249.155,302.959,552.2,,328309.155,2074602.959
669,248.3471,305.136,551.7,,328308.3471,2074605.136
670,245.1327,313.157,550,,328305.1327,2074613.157
671,243.5579,316.1,549.5,,328303.5579,2074616.1
672,238.8816,325.01,547.8,,328298.8816,2074625.01
673,237.3315,329.497,547.2,,328297.3315,2074629.497
674,234.2446,336.247,546.7,,328294.2446,2074636.247
675,231.925,343.762,545.9,,328291.925,2074643.762
676,228.1334,350.585,545.2,,328288.1334,2074650.585
677,226.6153,353.618,545,,328286.6153,2074653.618
678,225.0867,358.152,544.5,,328285.0867,2074658.152
679,222.8371,362.72,544.6,,328282.8371,2074662.72
680,220.6076,365.789,544.7,,328280.6076,2074665.789
681,219.1416,370.358,544.8,,328279.1416,2074670.358
682,217.6425,373.402,544.8,,328277.6425,2074673.402
683,217.6607,376.43,544.8,,328277.6607,2074676.43
684,215.4307,380.248,544.9,,328275.4307,2074680.248
685,213.9625,384.814,545,,328273.9625,2074684.814
686,213.2353,387.854,545.1,,328273.2353,2074687.854
687,212.4932,389.378,545.1,,328272.4932,2074689.378
688,211.7788,393.932,545.1,,328271.7788,2074693.932
689,210.3036,397.737,545.1,,328270.3036,2074697.737
690,209.5613,403.041,545,,328269.5613,2074703.041
691,208.0725,408.356,545,,328268.0725,2074708.356
692,207.3496,411.396,545,,328267.3496,2074711.396
693,207.4018,417.457,544.8,,328267.4018,2074717.457
694,206.6917,422.01,544.7,,328266.6917,2074722.01
695,205.9715,427.32,544.6,,328265.9715,2074727.32
696,205.9941,431.866,544.5,,328265.9941,2074731.866
697,206.0178,436.413,544.3,,328266.0178,2074736.413
698,206.0505,441.718,544.1,,328266.0505,2074741.718
699,206.0687,444.751,544,,328266.0687,2074744.751
700,206.849,450.053,543.8,,328266.849,2074750.053
701,207.6169,453.082,543.8,,328267.6169,2074753.082
702,209.908,456.857,543.7,,328269.908,2074756.857
703,211.4492,459.119,543.6,,328271.4492,2074759.119
704,213.7465,462.896,543.5,,328273.7465,2074762.896
705,215.2682,464.403,543.4,,328275.2682,2074764.403
706,216.7898,465.911,543.3,,328276.7898,2074765.911
707,220.5891,468.922,543,,328280.5891,2074768.922
708,225.9074,472.687,542.6,,328285.9074,2074772.687
709,228.9602,475.706,542.4,,328288.9602,2074775.706
710,232.0001,477.208,542.1,,328292.0001,2074777.208
711,236.5839,480.217,541.8,,328296.5839,2074780.217
712,240.4316,483.222,541.8,,328300.4316,2074783.222
713,245.0612,486.977,541.7,,328305.0612,2074786.977
714,248.9041,489.222,541.6,,328308.9041,2074789.222
715,251.9735,490.714,541.5,,328311.9735,2074790.714
716,255.0308,491.45,541.3,,328315.0308,2074791.45
717,259.637,493.689,541.1,,328319.637,2074793.689
718,262.7085,495.181,541,,328322.7085,2074795.181
719,266.5434,496.668,541,,328326.5434,2074796.668
720,270.3783,498.154,541,,328330.3783,2074798.154
721,276.5224,501.138,541.1,,328336.5224,2074801.138
722,279.5908,502.635,541.1,,328339.5908,2074802.635
723,281.8968,504.134,541.1,,328341.8968,2074804.134
724,285.7376,506.384,541.1,,328345.7376,2074806.384
725,288.806,507.88,541,,328348.806,2074807.88
726,292.6569,510.887,541,,328352.6569,2074810.887
727,295.7233,512.387,540.8,,328355.7233,2074812.387
728,298.7865,513.893,540.6,,328358.7865,2074813.893
729,302.621,516.155,540.4,,328362.621,2074816.155
730,304.1617,517.667,540.3,,328364.1617,2074817.667
731,308.0064,520.69,540,,328368.0064,2074820.69
732,312.6062,523.728,539.7,,328372.6062,2074823.728
733,317.2113,526.768,539.4,,328377.2113,2074826.768
734,320.2858,529.05,539.2,,328380.2858,2074829.05
735,324.1259,531.331,538.9,,328384.1259,2074831.331
736,327.96,532.855,538.5,,328387.96,2074832.855
737,331.0259,533.617,538.2,,328391.0259,2074833.617
738,335.6319,535.142,537.8,,328395.6319,2074835.142
739,338.702,535.901,537.5,,328398.702,2074835.901
740,342.5338,535.897,537.1,,328402.5338,2074835.897
741,344.8346,535.894,536.9,,328404.8346,2074835.894
742,347.896,535.126,536.6,,328407.896,2074835.126
743,350.1779,532.829,536.4,,328410.1779,2074832.829
744,352.4468,528.996,536.4,,328412.4468,2074828.996
745,352.4258,526.699,536.4,,328412.4258,2074826.699
746,352.4118,525.168,536.5,,328412.4118,2074825.168
747,352.3849,522.107,536.6,,328412.3849,2074822.107
748,350.7948,515.995,536.9,,328410.7948,2074815.995
749,348.4732,513.713,537.1,,328408.4732,2074813.713
750,343.834,509.137,537.6,,328403.834,2074809.137
751,339.2081,505.321,538.2,,328399.2081,2074805.321
752,336.1343,503.805,538.5,,328396.1343,2074803.805
753,332.286,501.541,538.8,,328392.286,2074801.541
754,329.2101,500.037,539,,328389.2101,2074800.037
755,324.5995,497.781,539.3,,328384.5995,2074797.781
756,323.0696,497.791,539.4,,328383.0696,2074797.791
757,318.4674,495.526,539.6,,328378.4674,2074795.526
758,314.6376,494.021,539.8,,328374.6376,2074794.021
759,310.8047,492.523,539.9,,328370.8047,2074792.523
760,309.2727,492.538,540,,328369.2727,2074792.538
761,306.198,491.045,540,,328366.198,2074791.045
762,300.8301,489.568,540.1,,328360.8301,2074789.568
763,297.0046,488.069,540.2,,328357.0046,2074788.069
764,293.9494,487.327,540.2,,328353.9494,2074787.327
765,290.8678,485.075,540.2,,328350.8678,2074785.075
766,285.4988,483.602,540.1,,328345.4988,2074783.602
767,281.6545,482.119,540.1,,328341.6545,2074782.119
768,277.791,479.119,540,,328337.791,2074779.119
769,275.4754,477.622,540,,328335.4754,2074777.622
770,271.6321,476.137,540,,328331.6321,2074776.137
771,266.2318,472.388,540,,328326.2318,2074772.388
772,260.8377,468.633,540.1,,328320.8377,2074768.633
773,258.5274,467.133,540.3,,328318.5274,2074767.133
774,254.6702,464.125,540.4,,328314.6702,2074764.125
775,249.265,459.611,540.6,,328309.265,2074759.611
776,245.4178,457.364,540.8,,328305.4178,2074757.364
777,243.0964,455.104,540.8,,328303.0964,2074755.104
778,240.7848,452.08,540.8,,328300.7848,2074752.08
779,237.7139,447.539,541,,328297.7139,2074747.539
780,236.189,446.029,541.1,,328296.189,2074746.029
781,234.6497,442.24,541.2,,328294.6497,2074742.24
782,231.5715,433.905,541.8,,328291.5715,2074733.905
783,230.7808,426.315,542.1,,328290.7808,2074726.315
784,230.009,421.008,542.3,,328290.009,2074721.008
785,229.2442,417.981,542.5,,328289.2442,2074717.981
786,229.2277,411.913,542.7,,328289.2277,2074711.913
787,229.2167,407.365,542.8,,328289.2167,2074707.365
788,229.2047,402.819,543,,328289.2047,2074702.819
789,229.1943,399.032,543.1,,328289.1943,2074699.032
790,229.1403,392.208,543.3,,328289.1403,2074692.208
791,229.095,386.9,543.5,,328289.095,2074686.9
792,229.0644,381.598,543.6,,328289.0644,2074681.598
793,229.0473,378.568,543.7,,328289.0473,2074678.568
794,229.7695,373.258,543.8,,328289.7695,2074673.258
795,231.2473,370.2,543.8,,328291.2473,2074670.2
796,231.9814,367.914,543.8,,328291.9814,2074667.914
797,233.4357,361.824,543.9,,328293.4357,2074661.824
798,234.9377,357.27,543.9,,328294.9377,2074657.27
799,235.6972,354.998,544.2,,328295.6972,2074654.998
800,237.9749,349.695,544.7,,328297.9749,2074649.695
801,239.4951,346.665,544.9,,328299.4951,2074646.665
802,241.0154,343.638,545.2,,328301.0154,2074643.638
803,244.0474,337.579,545.6,,328304.0474,2074637.579
804,246.3422,333.809,545.8,,328306.3422,2074633.809
805,246.3539,332.318,546,,328306.3539,2074632.318
806,248.6333,327.79,546.3,,328308.6333,2074627.79
807,248.6423,325.547,546.7,,328308.6423,2074625.547
808,251.6788,321.014,547.5,,328311.6788,2074621.014
809,253.3085,315.88,548.6,,328313.3085,2074615.88
810,257.9573,309.975,549.7,,328317.9573,2074609.975
811,261.0749,303.353,551.2,,328321.0749,2074603.353
812,262.5738,299.599,551.9,,328322.5738,2074599.599
813,263.3188,295.86,552.6,,328323.3188,2074595.86
814,265.5474,292.803,552,,328325.5474,2074592.803
815,266.287,290.544,551.9,,328326.287,2074590.544
816,268.5104,285.993,551.4,,328328.5104,2074585.993
817,269.9862,282.949,551.1,,328329.9862,2074582.949
818,272.9289,279.802,550.6,,328332.9289,2074579.802
819,273.6524,277.509,550.5,,328333.6524,2074577.509
820,276.588,273.59,550,,328336.588,2074573.59
821,278.0523,271.249,549.9,,328338.0523,2074571.249
822,280.2725,268.887,549.6,,328340.2725,2074568.887
823,283.247,265.76,549.3,,328343.247,2074565.76
824,285.4768,263.408,548.9,,328345.4768,2074563.408
825,287.7123,261.799,548.5,,328347.7123,2074561.799
826,290.6935,259.404,548,,328350.6935,2074559.404
827,292.9327,257.052,547.8,,328352.9327,2074557.052
828,295.1882,254.74,547.6,,328355.1882,2074554.74
829,299.7219,252.389,547.1,,328359.7219,2074552.389
830,301.9933,251.594,546.9,,328361.9933,2074551.594
831,305.7792,250.018,546.5,,328365.7792,2074550.018
832,309.5847,250.708,546.1,,328369.5847,2074550.708
833,311.1257,252.952,545.9,,328371.1257,2074552.952
834,311.9263,257.478,545.8,,328371.9263,2074557.478
835,311.9598,261.261,545.8,,328371.9598,2074561.261
836,311.9879,265.023,545.8,,328371.9879,2074565.023
837,311.9912,267.235,545.5,,328371.9912,2074567.235
838,309.715,270.963,545.4,,328369.715,2074570.963
839,307.4432,274.716,545.2,,328367.4432,2074574.716
840,305.1801,278.499,545,,328365.1801,2074578.499
841,303.6843,281.554,544.8,,328363.6843,2074581.554
842,301.43,285.37,544.7,,328361.43,2074585.37
843,299.1724,289.174,544.6,,328359.1724,2074589.174
844,296.92,294.478,544.3,,328356.92,2074594.478
845,296.1684,295.996,544.3,,328356.1684,2074595.996
846,293.9139,301.299,543.7,,328353.9139,2074601.299
847,293.916,302.793,543.5,,328353.916,2074602.793
848,292.3949,308.038,542.9,,328352.3949,2074608.038
849,290.1271,315.574,542,,328350.1271,2074615.574
850,289.3579,319.317,541.6,,328349.3579,2074619.317
851,287.8461,323.857,541.1,,328347.8461,2074623.857
852,287.117,326.918,540.8,,328347.117,2074626.918
853,285.632,329.997,541,,328345.632,2074629.997
854,284.1406,333.067,541.3,,328344.1406,2074633.067
855,282.6461,339.139,541.4,,328342.6461,2074639.139
856,281.2139,346.035,541.5,,328341.2139,2074646.035
857,279.7417,350.626,541.5,,328339.7417,2074650.626
858,278.2583,354.45,541.5,,328338.2583,2074654.45
859,276.7657,357.512,541.5,,328336.7657,2074657.512
860,276.8116,360.566,541.8,,328336.8116,2074660.566
861,275.3616,365.168,542.1,,328335.3616,2074665.168
862,273.9014,369.003,542.4,,328333.9014,2074669.003
863,272.4189,371.31,542.6,,328332.4189,2074671.31
864,271.7343,375.895,542.9,,328331.7343,2074675.895
865,269.5082,381.987,543.1,,328329.5082,2074681.987
866,269.5412,385.023,543.3,,328329.5412,2074685.023
867,268.0523,388.829,543.3,,328328.0523,2074688.829
868,267.3135,391.868,543.1,,328327.3135,2074691.868
869,266.5587,393.389,542.9,,328326.5587,2074693.389
870,263.5242,398.714,542.4,,328323.5242,2074698.714
871,262.7701,402.507,542.1,,328322.7701,2074702.507
872,261.2455,407.819,541.8,,328321.2455,2074707.819
873,261.2553,410.852,541.6,,328321.2553,2074710.852
874,259.7299,413.898,541.4,,328319.7299,2074713.898
875,259.7398,416.933,541.2,,328319.7398,2074716.933
876,258.9837,420.735,541.1,,328318.9837,2074720.735
877,259.0007,426.052,540.9,,328319.0007,2074726.052
878,259.0095,429.092,540.8,,328319.0095,2074729.092
879,259.0248,433.654,540.7,,328319.0248,2074733.654
880,259.0374,437.456,540.5,,328319.0374,2074737.456
881,259.0547,440.499,540.4,,328319.0547,2074740.499
882,260.6072,443.529,540.3,,328320.6072,2074743.529
883,262.9223,445.791,540.1,,328322.9223,2074745.791
884,266.0061,448.045,540.2,,328326.0061,2074748.045
885,269.0888,450.299,540.2,,328329.0888,2074750.299
886,271.405,452.56,540.2,,328331.405,2074752.56
887,274.4877,454.814,540.3,,328334.4877,2074754.814
888,276.7952,455.553,540.4,,328336.7952,2074755.553
889,280.6396,457.038,540.4,,328340.6396,2074757.038
890,283.7147,457.769,540.5,,328343.7147,2074757.769
891,286.7898,458.498,540.6,,328346.7898,2074758.498
892,289.8639,459.228,540.6,,328349.8639,2074759.228
893,292.9352,459.195,540.7,,328352.9352,2074759.195
894,298.3098,459.901,540.9,,328358.3098,2074759.901
895,302.9158,460.614,541.1,,328362.9158,2074760.614
896,306.7494,460.573,541.2,,328366.7494,2074760.573
897,311.3474,460.525,541.4,,328371.3474,2074760.525
898,314.4033,459.734,541.6,,328374.4033,2074759.734
899,318.2226,458.935,541.9,,328378.2226,2074758.935
900,321.2802,458.906,542,,328381.2802,2074758.906
901,324.3368,458.878,542.1,,328384.3368,2074758.878
902,328.1421,456.56,542.4,,328388.1421,2074756.56
903,329.6651,455.785,542.6,,328389.6651,2074755.785
904,334.2376,454.221,542.8,,328394.2376,2074754.221
905,337.2872,453.432,543,,328397.2872,2074753.432
906,340.3358,452.643,543.2,,328400.3358,2074752.643
907,343.3844,451.855,543.4,,328403.3844,2074751.855
908,347.1952,451.061,543.6,,328407.1952,2074751.061
909,350.2487,451.033,543.7,,328410.2487,2074751.033
910,354.8229,450.229,543.7,,328414.8229,2074750.229
911,358.6386,450.193,543.6,,328418.6386,2074750.193
912,362.4543,450.157,543.5,,328422.4543,2074750.157
913,366.2689,450.121,543.3,,328426.2689,2074750.121
914,370.0836,450.084,543.2,,328430.0836,2074750.084
915,372.3726,450.063,543.1,,328432.3726,2074750.063
916,377.7118,450.012,543,,328437.7118,2074750.012
917,383.05,449.961,542.8,,328443.05,2074749.961
918,388.3924,449.915,542.6,,328448.3924,2074749.915
919,394.5014,449.862,542.4,,328454.5014,2074749.862
920,397.5399,448.317,542.4,,328457.5399,2074748.317
921,400.5794,446.773,542.3,,328460.5794,2074746.773
922,405.1388,444.455,542.2,,328465.1388,2074744.455
923,407.4133,442.16,542.1,,328467.4133,2074742.16
924,410.4603,440.617,542,,328470.4603,2074740.617
925,413.4896,436.796,542,,328473.4896,2074736.796
926,418.8243,433.712,541.9,,328478.8243,2074733.712
927,421.8621,429.888,541.8,,328481.8621,2074729.888
928,426.4418,426.806,541.6,,328486.4418,2074726.806
929,428.7231,423.745,541.5,,328488.7231,2074723.745
930,431.7923,419.909,541.3,,328491.7923,2074719.909
931,434.0799,416.843,541.1,,328494.0799,2074716.843
932,438.6329,410.712,540.8,,328498.6329,2074710.712
933,440.9061,406.884,540.6,,328500.9061,2074706.884
934,444.7016,401.517,540.4,,328504.7016,2074701.517
935,446.9721,396.925,540.2,,328506.9721,2074696.925
936,449.2354,393.86,540.2,,328509.2354,2074693.86
937,451.4996,389.272,540,,328511.4996,2074689.272
938,455.9792,380.878,540.1,,328515.9792,2074680.878
939,458.2261,377.061,540.2,,328518.2261,2074677.061
940,461.2205,371.719,540.4,,328521.2205,2074671.719
941,461.9668,370.195,540.4,,328521.9668,2074670.195
942,464.9576,365.62,540.6,,328524.9576,2074665.62
943,467.1457,360.316,540.8,,328527.1457,2074660.316
944,470.1072,355.767,541.3,,328530.1072,2074655.767
945,472.327,351.976,541.6,,328532.327,2074651.976
946,473.8099,349.701,541.8,,328533.8099,2074649.701
947,476.7864,346.675,542.2,,328536.7864,2074646.675
948,479.7687,344.405,542.5,,328539.7687,2074644.405
949,482.7584,342.133,542.8,,328542.7584,2074642.133
950,484.9921,339.863,543,,328544.9921,2074639.863
951,486.467,336.833,543.2,,328546.467,2074636.833
952,486.4404,333.801,543.2,,328546.4404,2074633.801
953,485.6332,327.736,543.2,,328545.6332,2074627.736
954,485.6114,325.463,543.2,,328545.6114,2074625.463
955,484.0495,320.924,543.1,,328544.0495,2074620.924
956,483.2435,316.387,543,,328543.2435,2074616.387
957,481.6986,313.36,542.8,,328541.6986,2074613.36
958,480.1456,309.578,542.6,,328540.1456,2074609.578
959,478.5841,304.275,542.4,,328538.5841,2074604.275
960,476.2754,299.722,542.1,,328536.2754,2074599.722
961,473.9668,295.168,541.7,,328533.9668,2074595.168
962,471.6678,292.133,541.5,,328531.6678,2074592.133
963,467.8226,286.063,541.1,,328527.8226,2074586.063
964,465.5194,283.029,541,,328525.5194,2074583.029
965,463.2183,279.99,540.9,,328523.2183,2074579.99
966,460.923,277.711,540.8,,328520.923,2074577.711
967,458.6267,275.43,540.7,,328518.6267,2074575.43
968,454.8029,272.392,540.6,,328514.8029,2074572.392
969,450.9715,270.133,540.5,,328510.9715,2074570.133
970,447.1483,267.856,540.3,,328507.1483,2074567.856
971,443.3241,265.578,540.2,,328503.3241,2074565.578
972,440.2601,263.299,540.1,,328500.2601,2074563.299
973,436.4366,261.787,540.2,,328496.4366,2074561.787
974,431.8097,259.593,540.6,,328491.8097,2074559.593
975,427.9523,257.386,541.1,,328487.9523,2074557.386
976,424.8508,253.644,541.5,,328484.8508,2074553.644
977,423.2752,249.117,541.9,,328483.2752,2074549.117
978,422.473,245.337,542.2,,328482.473,2074545.337
979,422.4383,241.54,542.5,,328482.4383,2074541.54
980,422.4175,239.258,542.6,,328482.4175,2074539.258
981,421.6295,236.219,542.9,,328481.6295,2074536.219
982,420.8226,230.888,543,,328480.8226,2074530.888
983,420.7941,227.07,542.7,,328480.7941,2074527.07
984,421.5371,223.222,542.4,,328481.5371,2074523.222
985,421.5061,217.059,542,,328481.5061,2074517.059
986,421.4839,212.433,541.7,,328481.4839,2074512.433
987,422.2388,210.106,541.5,,328482.2388,2074510.106
988,423.7372,205.496,541.2,,328483.7372,2074505.496
989,424.4929,203.951,541.1,,328484.4929,2074503.951
990,425.2436,201.639,541,,328485.2436,2074501.639
991,428.283,197.762,540.8,,328488.283,2074497.762
992,430.5426,193.943,540.6,,328490.5426,2074493.943
993,435.1046,190.868,540.6,,328495.1046,2074490.868
994,435.8631,190.101,540.6,,328495.8631,2074490.101
995,438.9039,188.572,540.6,,328498.9039,2074488.572
996,442.6968,187.074,540.5,,328502.6968,2074487.074
997,449.5487,184.763,540.4,,328509.5487,2074484.763
998,454.1422,185.49,540.5,,328514.1422,2074485.49
999,457.2076,187.004,540.5,,328517.2076,2074487.004
1000,458.7581,190.048,540.6,,328518.7581,2074490.048
1001,458.7876,193.861,540.7,,328518.7876,2074493.861
1002,456.5103,195.395,540.8,,328516.5103,2074495.395
1003,451.1871,198.478,540.9,,328511.1871,2074498.478
